05.03.2026                             Salida dinámica de lista                                                                                   1


		Elemento PEP	Denominación del objeto	Texto de pedido		   Val/MonObj	MonO	Doc.compr.	Usuario	Fe.contab.
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Esmalte blanco sintetico		    3.808,87	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Azul RAL 5003		    2.539,25	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Amarillo RAL 1003		      653,96	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	ESMALTE AL AGUA RAL 7064		      146,46	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	ESMALTE AL AGUA RAL 6803		      146,46	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo 12"		      264,40	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Cinta Maskil		      257,31	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 3"		      254,96	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo de 25"		      333,24	USD	8242249076	AC44147	02.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 2"		      237,28	USD	8242249076	AC44147	02.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		    3.199,74	USD	8242213520	AC44147	02.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		    3.228,07	USD	8242213520	AC44147	02.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		      520,81	USD	8242213520	AC44147	02.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		      520,81	USD	8242213520	AC44147	02.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3179801		    9.172,95	USD	8242222168	AC44147	03.10.2025
		EEX-250021-01	EX-Gripper Beadwinder and Wig Wag Tooli			   34.986,00	USD		AA14149	07.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Esmalte blanco sintetico		-10,96	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Azul RAL 5003		-7,31	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Amarillo RAL 1003		-1,88	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	ESMALTE AL AGUA RAL 7064		-0,43	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	ESMALTE AL AGUA RAL 6803		-0,43	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo 12"		-0,76	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Cinta Maskil		-0,74	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 3"		-0,73	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo de 25"		-0,96	USD	8242249076	AC41273	08.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 2"		-0,68	USD	8242249076	AC41273	08.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3179801		      123,49	USD	8242222168	AC97495	10.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Retiro de latas en techos T-300 Vulca		    1.801,13	USD	8242257054	AC13779	13.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3179801		   13.865,27	USD	8242222168	AC44147	13.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Split 18.000 btu		    1.550,34	USD	8242239460	AC44147	14.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Bomba de condensado		      454,14	USD	8242239460	AC44147	14.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Sellos tableros		      554,36	USD	8242248770	AC44147	14.10.2025
		EEX-240012-01	EX-Condicion basica cuarto seco Steelas			        3,00	USD		ZA20326	15.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3186930		   18.260,16	USD	8242222168	AC44147	15.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3178800		   46.960,48	USD	8242222168	AC44147	15.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Suminst e instalal de equipo de AC		    4.995,34	USD	8242244322	AC13779	15.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3179801		-79,38	USD	8242222168	AC41273	16.10.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building	Limpieza Batchoff de mixer		       89,14	USD	8242248296	AC41273	16.10.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building	Suministro de pinturas y pintado Batchof		       32,34	USD	8242257072	AC41273	16.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Split 18.000 btu		-2,97	USD	8242239460	AC41273	16.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Bomba de condensado		-0,87	USD	8242239460	AC41273	16.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Sellos tableros		-1,06	USD	8242248770	AC41273	16.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		      277,50	USD	8242213520	AC67886	16.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		      270,90	USD	8242213520	AC67886	16.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-520,81	USD	8242213520	AC67886	16.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-520,81	USD	8242213520	AC67886	16.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		       23,72	USD	8242213520	AC67886	16.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		       23,60	USD	8242213520	AC67886	16.10.2025
		EEX-250001-01	EX-Thermic Insulation (Steam pipe line)	Suminist e Instalación Aislación Térmica		   36.495,20	USD	8242207571	AA18489	17.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3186930		        0,00	USD	8242222168	AC41273	18.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3186930		      140,73	USD	8242222168	AC41273	18.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3178800		      361,93	USD	8242222168	AC41273	18.10.2025
		EEX-250001-01	EX-Thermic Insulation (Steam pipe line)	Suminist e Instalación Aislación Térmica		      174,45	USD	8242207571	AC41273	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK COMPRESOR 3398332		    1.582,85	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK BOBINA P/ EVAPORADOR 2KW 3398340		      928,91	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK CONDENSADOR 2KW 3398341		      928,91	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK EVAPORADOR EJECUCIÓN, 230V-3397717		    1.367,64	USD	8242229886	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VALVULA DE EXTENSION TEL 1-3397054		      910,41	USD	8242229886	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Sk Inverter-3398594		      969,11	USD	8242229886	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VALVULA DE EXPANSION 3398334		      327,37	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK REGULADOR 3398354		    1.920,43	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK BOBINA P/ VALVULA MAGNETICA 3398343		      517,53	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Placa Inverter 3186930/3187930		    6.752,85	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK EVAPORADOR DE CONDENSADO 3398350		      541,75	USD	8242224632	AC44147	22.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK SENSOR DE TEMPERATURA 3398339		      805,46	USD	8242224632	AC44147	22.10.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Retiro de latas en techos T-300 Vulca		       17,19	USD	8242257054	AC77311	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VALVULA DE EXPANSION 3398334		        2,18	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK REGULADOR 3398354		       12,79	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK BOBINA P/ VALVULA MAGNETICA 3398343		        3,44	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK SENSOR DE TEMPERATURA 3398339		        5,36	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK EVAPORADOR EJECUCIÓN, 230V-3397717		        9,11	USD	8242229886	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VALVULA DE EXTENSION TEL 1-3397054		        6,06	USD	8242229886	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Sk Inverter-3398594		        6,45	USD	8242229886	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK COMPRESOR 3398332		       10,54	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK BOBINA P/ EVAPORADOR 2KW 3398340		        6,18	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK CONDENSADOR 2KW 3398341		        6,18	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Placa Inverter 3186930/3187930		        0,00	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Placa Inverter 3186930/3187930		       44,97	USD	8242224632	AC41273	24.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK EVAPORADOR DE CONDENSADO 3398350		        3,61	USD	8242224632	AC41273	24.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-15,86	USD	8242213520	AC67886	27.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-16,46	USD	8242213520	AC67886	27.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		       15,86	USD	8242213520	AC67886	27.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		       16,46	USD	8242213520	AC67886	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventil axial A3G250AG1309 - 3396657		    2.135,47	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventil radial R3G190RC0307-3396646		    2.408,36	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Compresor.-3398584		      884,31	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventilador axial -3398587		      335,37	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Valvula de expansion-3398588		      279,18	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventilador axial-3398587		      335,37	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Display-3398599		      372,28	USD	8242229886	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK CABLE DISPLAY 3398338		      122,03	USD	8242224632	AC44147	27.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Suminst e instalal de equipo de AC		      134,75	USD	8242244322	AC41273	28.10.2025
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	Transmisor de posiciones		    2.045,16	USD	8242265643	AC44147	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK CABLE DISPLAY 3398338		        0,23	USD	8242224632	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventil axial A3G250AG1309 - 3396657		        4,03	USD	8242229886	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventil radial R3G190RC0307-3396646		        4,54	USD	8242229886	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Compresor.-3398584		        1,66	USD	8242229886	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventilador axial -3398587		        0,64	USD	8242229886	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Valvula de expansion-3398588		        0,52	USD	8242229886	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK ventilador axial-3398587		        0,64	USD	8242229886	AC41273	29.10.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK Display-3398599		        0,70	USD	8242229886	AC41273	29.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-15,83	USD	8242213520	AC67886	30.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	TRANSFORMER CURRENT		-16,43	USD	8242213520	AC67886	30.10.2025
		EEX-250013-01	EX-Camaras de Vision Artificial Pruebas	Transmisor de posiciones		        1,92	USD	8242265643	AC41273	31.10.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Medicion de Ruido horario nocturno		    2.815,44	USD	8242274854	AA05336	03.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10			       32,87	USD		AA14149	31.10.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Pasa de cableado por muro		    1.767,86	USD	8242249075	AC13451	04.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Instalacion de tablero de fuerza SSEE		    6.722,03	USD	8242249075	AC13451	04.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Medicion de Ruido horario nocturno		-7,96	USD	8242274854	AC41273	10.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Instalacion de tablero de fuerza SSEE		       25,29	USD	8242249075	AC97495	12.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Pasa de cableado por muro		        6,65	USD	8242249075	AC97495	12.11.2025
		EEX-250023-01	EX-Safety improvemets for HF	FABRICACION E INSTALACION DE GUIAS GUARD		   17.634,13	USD	8242268717	AA95980	13.11.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	PROTECCIONES PATEDORES FINAL FINISH		    1.839,12	USD	8242273086	AA95980	14.11.2025
		EEX-250023-01	EX-Safety improvemets for HF	FABRICACION E INSTALACION DE GUIAS GUARD		-16,43	USD	8242268717	AC41273	18.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Ventilador Turbo Axial -PITUB-500		    2.358,11	USD	8242285864	AC44147	18.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Turbo Ventiladores		    1.534,95	USD	8242285858	AC44147	18.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	VENT Turbo Axial		    2.682,00	USD	8242285858	AC44147	18.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Ventiladores Turboaxiales		    5.032,59	USD	8242285856	AC44147	18.11.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Electrical GT Dissasemble Relocation		    6.630,66	USD	8242229553	ZA51560	19.11.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	PROTECCIONES PATEDORES FINAL FINISH		        5,14	USD	8242273086	AC41273	19.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Ventilador Turbo Axial -PITUB-500		-28,20	USD	8242285864	AC41273	20.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Turbo Ventiladores		-18,36	USD	8242285858	AC41273	20.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	VENT Turbo Axial		-32,07	USD	8242285858	AC41273	20.11.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	Ventiladores Turboaxiales		-60,19	USD	8242285856	AC41273	20.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Dise#o Arquitectura & Cálculo Cecom ASRS		    3.938,16	USD	8242265600	AC15848	21.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Dise#o Arquitectura & Cálculo Cecom TBM		    4.648,32	USD	8242265600	AC15848	21.11.2025
		EEX-250021-01	EX-Gripper Beadwinder and Wig Wag Tooli	MEDIDOR DE ANGULOS GAM 220 (1076.5) - BO		      250,63	USD	8242274187	AC44147	21.11.2025
		EEX-250023-01	EX-Safety improvemets for HF	FABRICACION E INSTALACION DE GUIAS GUARD		   17.535,53	USD	8242268717	AA95980	24.11.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Electrical GT Dissasemble Relocation		-55,46	USD	8242229553	AC41273	24.11.2025
		EEX-250021-01	EX-Gripper Beadwinder and Wig Wag Tooli	MEDIDOR DE ANGULOS GAM 220 (1076.5) - BO		-2,09	USD	8242274187	AC41273	26.11.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK TRANSFORMADOR TOROIDAL EJ.3-3397558		    1.280,72	USD	8242229886	AC44147	26.11.2025
		EEX-250023-01	EX-Safety improvemets for HF	FABRICACION E INSTALACION DE GUIAS GUARD		      115,04	USD	8242268717	AC41273	27.11.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK TRANSFORMADOR TOROIDAL EJ.3-3397558		        8,40	USD	8242229886	AC41273	27.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Dise#o Arquitectura & Cálculo Cecom ASRS		-7,32	USD	8242265600	AC41273	27.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Dise#o Arquitectura & Cálculo Cecom TBM		-8,64	USD	8242265600	AC41273	27.11.2025
		EEX-250023-01	EX-Safety improvemets for HF	4.312.730		    4.640,50	USD	8242290281	AA95980	28.11.2025
		EEX-250004-01	EX-Modificación centro distribución S10			       34,12	USD		AA14149	28.11.2025
		EEX-250032-01	EX-Reemplazo Tablero Alumbrado Edifici	CABLE SUPERFLEX-MULTIFLEX		   18.961,12	USD	8242298870	AC44147	05.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Primer transp. PVC-CPVC 473ML.Sch80		      115,44	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Roscadora eléctrica de 1/2" a 2"Supertro		    2.597,88	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvulas de guillotina 6" HERA SH C/150		    1.905,02	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvulas de guillotina 4" HERA SH C/150		    1.933,51	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvlas de acero  1.1/2" bola soldar.		      624,81	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvulas de Mariposa 4"ranurada c/pmec.		    1.693,76	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Disco de corte acero inox,		       41,09	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Hojas de sierra sable, acero.150mm.		      423,93	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Codos para soldar acero sch80 4"		      564,09	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Kilos de soldadura 3/32"-6010,		      197,15	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Tee PVC SCH80.		      129,14	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Buje reducción PVC 3X2" SCH80.		      221,75	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Tee de 2" SCH80.		      151,09	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Codos 90° PVC 2"SCH80.		      111,31	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	tubería CPVC 2" Sc80 ASTM 6MTS.		      311,32	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Adhesivo PVC GRIS OATAY 473 SCH 80.		       80,22	USD	8242295052	AC44147	09.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Tarjeta para identificacion de valvula		    1.300,05	USD	8242295969	AC44147	09.12.2025
		EEX-250023-01	EX-Safety improvemets for HF	4.312.730		       47,44	USD	8242290281	AC97495	09.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			      806,80	USD		ZA20326	09.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			       17,45	USD		ZA20326	10.12.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	Instalacion RED GT Dissasembly		      946,73	USD	8242298189	ZA51560	10.12.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VERDAMPFER SK 3383-3397565		    4.849,53	USD	8242229886	AC44147	10.12.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VERFLUESSIGER SK 3384-3397581		    3.868,29	USD	8242229886	AC44147	10.12.2025
		EEX-250032-01	EX-Reemplazo Tablero Alumbrado Edifici	CABLE SUPERFLEX-MULTIFLEX		-156,85	USD	8242298870	AC97495	10.12.2025
		EEX-250017-01	EX-Reduccion Generacion Ruido, Fase 1	AUDIFONO JABRA EVOLVE 20 SE (4999-823-36		      362,48	USD	8242302785	AC44147	11.12.2025
		EEX-250036-01	EX-Cambio de Die Holder			   24.551,06	USD		ZA20326	11.12.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VERFLUESSIGER SK 3384-3397581		-17,80	USD	8242229886	AC41273	12.12.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	SK VERDAMPFER SK 3383-3397565		-22,31	USD	8242229886	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Primer transp. PVC-CPVC 473ML.Sch80		-0,53	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Roscadora eléctrica de 1/2" a 2"Supertro		-11,95	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvulas de guillotina 6" HERA SH C/150		-8,76	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvulas de guillotina 4" HERA SH C/150		-8,89	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvlas de acero  1.1/2" bola soldar.		-2,88	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Válvulas de Mariposa 4"ranurada c/pmec.		-7,79	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Disco de corte acero inox,		-0,19	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Hojas de sierra sable, acero.150mm.		-1,95	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Codos para soldar acero sch80 4"		-2,60	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Kilos de soldadura 3/32"-6010,		-0,91	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Tee PVC SCH80.		-0,60	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Buje reducción PVC 3X2" SCH80.		-1,02	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Tee de 2" SCH80.		-0,69	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Codos 90° PVC 2"SCH80.		-0,51	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	tubería CPVC 2" Sc80 ASTM 6MTS.		-1,44	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Adhesivo PVC GRIS OATAY 473 SCH 80.		-0,37	USD	8242295052	AC41273	12.12.2025
		EEX-250029-01	EX-Reparacion de sistema de resfrigerac	Tarjeta para identificacion de valvula		-5,98	USD	8242295969	AC41273	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 2" Condor Excelsior		      187,11	USD	8242298850	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Brocha de 3" Condor Excelsior		      289,12	USD	8242298850	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo de 23 cms chiporro natural Condo		      463,68	USD	8242298850	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Rodillo de 13 cms chiporro natural Condo		      305,31	USD	8242298850	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Cinta Maskin Tape 18 mm x 40 mts Usa Tap		      130,10	USD	8242298850	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Admiral esmalte sintético Blanco		    1.183,35	USD	8242299203	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Admiral esmalte sintético Azul		    1.183,35	USD	8242299203	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Admiral esmalte sintético Amarillo		    1.183,35	USD	8242299203	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	EAA RL KP CONSTRUC SATIN BASE X GL		      115,00	USD	8242299203	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	EAA RL KP CONSTRUC SATIN BASE R GL		      115,00	USD	8242299203	AC44147	12.12.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	HOJA SIERRA SABLE 225X18PT		       38,49	USD	8242302765	AC44147	12.12.2025
